cluster_id,cluster_size,representative_theme,themes,month,total_community,community_list,theme_keywords
5,6,Media and Political Influence,"['Media and Political Influence', 'Media and Politics', 'Media and Current Events', 'Media and Political Influence', 'Media and Political Influence', 'Media and Communication']",january,6,"[15, 16, 29, 52, 109, 128]","{'Media and Political Influence': 'foxnew_breitbart', 'Media and Politics': 'breitbart, foxnew_breitbart, trump, maga_vet', 'Media and Current Events': 'podcast, muslimban, live', 'Media and Communication': 'podcast, live'}"
20,6,Immigration and Refugee Policy,"['Immigration and Refugee Issues', 'Immigration and Refugee Policy', 'Immigration and Refugee Policy', 'Immigration and Refugee Policy', 'Immigration and Refugee Policy', 'Immigration and Refugee Policy']",january,6,"[55, 60, 65, 85, 91, 97]","{'Immigration and Refugee Issues': 'muslim, america_heartland, ban, america, muslimban, trump, seek, heartland, refuge, seek_refuge, nobannowall, seek_refuge_america_heartland, people, refugee, executive_order, student', 'Immigration and Refugee Policy': 'nobannowall, muslimban, letthemin, ban, refuge, seek_refuge, seek_refuge_america_heartland, refugee, executive_order'}"
10,6,Travel and Immigration Restrictions,"['Travel and Immigration Restrictions', 'Travel and Immigration Restrictions', 'Travel and Immigration Restrictions', 'Travel and Immigration Restrictions', 'Travel and Immigration Restrictions', 'Travel and Immigration Restrictions']",january,6,"[10, 16, 39, 72, 111, 128]","{'Travel and Immigration Restrictions': 'muslimban, studentban, nobannowall, notbanstudentvisa, iranian_student, notbanstudentvisa_studentban, studentban_plz, letthemin_respect, studentban_notbanstudentvisa, letthemin, notaterrorist_studentban'}"
19,6,Political Activism and Opposition,"['Political Division and Protest', 'Political Activism and Opposition', 'Political Activism and Opposition', 'Political Activism and Opposition', 'Political Activism and Opposition', 'Political Activism and Opposition']",january,6,"[4, 60, 65, 85, 91, 97]","{'Political Division and Protest': 'protester, division, flashpoint, tear, bannon, fake, good, member, goal, leave, short, guy, yrs, draft, purpose', 'Political Activism and Opposition': 'support, standuptotrump'}"
15,6,Immigration and Travel Ban Protests,"['Immigration and Travel Ban Protests', 'Immigration and Travel Ban Protests', 'Immigration and Travel Ban Protests', 'Immigration and Travel Ban Protests', 'Immigration and Travel Ban Protests', 'Immigration and Travel Ban Protests']",january,6,"[46, 81, 96, 122, 125, 129]","{'Immigration and Travel Ban Protests': 'nobannowall, muslimban, letthemin, support, standuptotrump, notbanstudentvisa, worth_worldwide, letthemin_respect, respect'}"
7,5,Trump Administration,"['Trump Administration', 'Trump Administration', 'Trump Administration', 'Trump Administration', 'Trump Administration']",january,5,"[57, 86, 100, 103, 115]","{'Trump Administration': 'trump, trumps, donald, president, fire, state, general, attorney, defend, official, america_heartland, america, people'}"
8,5,Trump Administration Actions,"['Trump Administration Actions', 'Trump Administration Actions', 'Trump Administration Actions', 'Trump Administration Actions', 'Trump Administration Actions']",january,5,"[17, 21, 27, 92, 106]","{'Trump Administration Actions': 'trump, trumps, donald, president, fire, state, general, attorney, defend, official, dissent_memo, fire_attorney'}"
1,5,Impact on People and Communities,"['Impact on People and Communities', 'Impact on People and Communities', 'Impact on People and Communities', 'Impact on Individuals', 'Impact on People and Communities']",january,5,"[10, 39, 72, 89, 111]","{'Impact on People and Communities': 'muslim, refuge, people, refugee, america, country, heartland, worth_worldwide, beautiful_mind', 'Impact on Individuals': 'people, student'}"
9,5,Political and Social Response,"['Political and Social Response', 'Political and Social Response', 'Political and Social Response', 'Political and Social Reactions', 'Political and Social Response']",january,5,"[10, 39, 72, 110, 111]","{'Political and Social Response': 'trump, order, protest, vote, support, respect', 'Political and Social Reactions': 'safe, cabinet, people, student'}"
18,4,Public Reaction and Protest,"['Protest and Civil Unrest', 'Protest and Demonstration', 'Public Reaction and Protest', 'Public Reaction and Protest']",january,4,"[19, 55, 104, 107]","{'Protest and Civil Unrest': 'end, columbus, crowd, statehouse, ppl, themarchcontinue, atlanta, pepperspray, chant, medical, demilitarizecpd, pepperspraye, marching, ban', 'Protest and Demonstration': 'end, columbus, crowd, statehouse, ppl, themarchcontinue, atlanta, pepperspray, chant, medical, demilitarizecpd, pepperspraye, marching', 'Public Reaction and Protest': 'protest, vote, do_not, support, americans_support, americans'}"
4,3,Affected Groups and Regions,"['Affected Groups and Regions', 'Affected Groups and Regions', 'Affected Groups and Regions']",january,5,"[60, 65, 85, 91, 97]","{'Affected Groups and Regions': 'student, iranian, muslim, america_heartland, people, america, trump, heartland'}"
3,2,Affected Groups and Regions,"['Affected Groups and Regions', 'Affected Groups and Regions']",january,5,"[60, 65, 85, 91, 97]","{'Affected Groups and Regions': 'student, iranian, muslim, america_heartland, people, america, trump, heartland'}"
6,2,Opposition to Trump Administration,"['Opposition to Trump Administration', 'Opposition to Trump Administration']",january,2,"[88, 113]","{'Opposition to Trump Administration': 'muslimban, trumpleak, trump, impeachtrump, nobannowall, stopsession, stopdevos'}"
